ParameterID,ParameterName,CasNumber,MolecularFormula,MolecularWeight
531,Kepone,143-50-0,C10Cl10O,490.609000
532,Kerosene,NA,,
533,Kerosene (C10-C16),NA,,
534,Kerosene Range Hydrocarbons,NA,,
535,Langlier Index,NA,,
537,Lead,7439-92-1,,207.2
538,Leptophos,21609-90-5,C13H10BrCl2O2PS,412.059000
539,Lime as CaCO3,NA,,
540,Linuron,330-55-2,C9H10Cl2N2O2,249.091000
541,Lithium,7439-93-2,,7
542,Low Molecular Weight PAHs,NA,,
543,Lube Oil Range Hydrocarbons,NA,,
544,Lubricating Oil (C16-C36),NA,,
548,m-Xylene,108-38-3,C8H10,106.16
549,Magnesium,7439-95-4,Mg,24.305000
550,Malathion,121-75-5,C10H19O6PS2,330.358
551,Maleic anhydride,108-31-6,C4H2O3,98.06
552,Malononitrile,109-77-3,C3H2N2,66.06
553,Manganese,7439-96-5,,54.9380
554,MCPA,94-74-6,C9H9ClO3,200.62
555,MCPP,93-65-2,C10H11ClO3,214.64
556,Mercury,7439-97-6,,200.59
557,Merphos,150-50-5,C12H27PS3,298.502000
558,Mestranol,72-33-3,C21H26O2,310.437
560,Methacrylic acid,79-41-4,C4H6O2,86.09
561,Methacrylonitrile,126-98-7,C4H5N,67.09
562,Methane,74-82-8,CH4,16.043
563,Methanol,67-56-1,CH4O,32.042
564,Methapyrilene,91-80-5,C14H19N3S,261.39
565,Methiocarb,2032-65-7,C11H15NO2S,225.306000
566,Methomyl,16752-77-5,C5H10N2O2S,162.210
567,Methoxychlor,72-43-5,C16H15Cl3O2,345.648
568,Methyl acrylate,96-33-3,C4H6O2,86.09
570,Methyl iodide,74-88-4,CH3I,141.939
572,Methyl methacrylate,80-62-6,C5H8O2,100.12
573,Methyl methanesulfonate,66-27-3,C2H6O3S,110.13
574,Methyl paraoxon,950-35-6,C8H10NO6P,247.143000
576,Methyl tert-butyl ether,1634-04-4,C5H12O,88.15
577,n-Octane,111-65-9,C8H18,114.229
578,n-Octatriacontane,7194-85-6,,
579,n-Pentacosane,629-99-2,,
580,n-Pentadecane,629-62-9,C15H32,212.421
581,n-Pentane,109-66-0,,
582,n-Pentatriacontane,630-07-9,,
583,n-Propylamine,107-10-8,,
584,n-Propylbenzene,103-65-1,C9H12,120.192
585,n-Tetracontane,4181-95-7,,
586,n-Tetracosane,646-31-1,,
587,n-Tetradecane,629-59-4,C14H30,198.394
588,n-Tetratriacontane,14167-59-0,,
589,n-Triacontane,638-68-6,,
590,n-Tricosane,638-67-5,,
591,n-Tridecane,629-50-5,,
592,n-Tritriacontane,630-05-7,,
593,n-Undecane,1120-21-4,C11H24,156.308
594,Naled,300-76-5,C4H7Br2Cl2O4P,380.778000
595,naphthalene,91-20-3,C10H8,128.1705
596,naphthalene-d8 - QC,1146-65-2,C10D8,136.22
597,Napropamide,15299-99-7,C17H21NO2,271.354
598,Naptha,NA,,
599,Napthoquinone,130-15-4,C10H6O2,158.156
600,NDMA-d6,17829-05-9,C2D6N2O,80.119
601,Neburon,555-37-3,C12H16Cl2N2O,275.17
602,Nickel,7440-02-0,Ni,58.693000
603,Nicotine,54-11-5,C10H14N2,162.2316
604,Nitrate as N,NA,,
605,Nitrate as NO3,NA,,
606,Nitrate/Nitrite as N,NA,,
607,Nitrite as N,NA,,
608,Nitrite as NO2,NA,,
609,Nitrobenzene,98-95-3,C6H5NO2,123.11
610,Nitrobenzene-d5,NA,C6D5NO2,128.14
611,Nitrofen,1836-75-5,C12H7Cl2NO3,284.092000
612,Nitrogen Dioxide (NO2),10102-44-0,NO2,46.006
613,Nitrogen Oxides as NO2,NA,,
614,Norflurazon,27314-13-2,C12H9ClF3N3O,303.669000
615,"O,O,O-Triethyl phosphorothioate",126-68-1,C6H15O3PS,198.22
616,o-Anisidine,90-04-0,C7H9NO,123.15
619,o-Terphenyl,84-15-1,C18H14,230.3
620,o-Toluidine,95-53-4,C7H9N,107.156000
621,o-Xylene,95-47-6,C8H10,106.165
622,OCDD,3268-87-9,C12Cl8O2,459.7
623,OCDF,39001-02-0,C12Cl8O,443.7
625,Octamethyl pyrophosphoramide,152-16-9,C8H24N4O3P2,286.253000
629,Oil Degrading Bacteria,NA,,
630,Organic Lead,NA,,
631,Organic Matter,,,
632,Organic Nitrogen,C-021,,
633,Organic Phosphate as P,NA,,
634,Phenacetin,62-44-2,C10H13NO2,179.22
635,phenanthrene,85-01-8,C14H10,178.2292
637,Phenobarbital,50-06-6,C12H12N2O3,232.23
638,Phenol,108-95-2,C6H6O,94.113000
639,Phenol-d5,4165-62-2,C6HD5O,99.14
640,Phenolics,C-020,,
641,Pheophytin A,603-17-8,C55H74N4O5,871.2
642,Phorate,298-02-2,C7H17O2PS3,260.3813
643,Phosalone,2310-17-0,C12H15ClNO4PS2,367.799000
644,Imidan,732-11-6,C11H12NO4PS2,317.31
645,Phosphamidon,13171-21-6,C10H19ClNO5P,299.688000
646,Phosphate,NA,O4P(-3),94.971
647,"Phosphate, Total as P",NA,,
648,Phosphate-phosphorus,NA,,
649,Phosphoric Acid as P2O5,131-45-63,,
650,Phosphorus,7723-14-0,NA,30.974000
651,Phthalic anhydride,85-44-9,C8H4O3,148.11
652,Phytane,638-36-8,C20H42,282.5
653,Phytoplankton,NA,,
654,Picloram,1918-02-1,C6H3Cl3N2O2,241.5
655,Piperonyl sulfoxide,120-62-7,C18H28O3S,324.5
656,Plate Count (10 ml),NA,,
657,Plate Count (100 ml),NA,,
658,Plate Count (25 ml),NA,,
659,Plate Count (5.0 ml),NA,,
660,Plate Count (50 ml),NA,,
661,Potash as K2O,1310-58-3,KOH,56.106
662,Potassium,7440-09-7,NA,39.098000
663,Pristane,1921-70-6,C19H40,268.5
664,Promecarb,2631-37-0,C12H17NO2,207.2609
665,Prometon,1610-18-0,C10H19N5O,225.296000
666,Prometryn,7287-19-6,C10H19N5S,241.357000
667,Propyzamide,23950-58-5,C12H11Cl2NO,256.126000
668,Propachlor,1918-16-7,C11H14ClNO,211.688
669,Propargyl alcohol,107-19-7,C3H4O,56.06
670,Propazine,139-40-2,C9H16ClN5,229.712000
671,Propham,122-42-9,C10H13NO2,179.219000
672,Propionitrile,107-12-0,C3H5N,55.08
674,Propylene glycol,57-55-6,C3H8O2,76.09
675,Propylthiouracil,51-52-5,C7H10N2OS,170.23
676,Prothiofos,34643-46-4,C11H15Cl2O2PS2,345.233000
677,Purgeable Hydrocarbons,,,
678,Pyrene,129-00-0,C16H10,202.2506
679,Pyridine,110-86-1,C5H5N,79.102
680,Quinoline,91-22-5,C9H7N,129.1586
681,RDX,121-82-4,C3H6N6O6,222.12
684,Reactivity in Water,NA,,
685,Reporting Limit,NA,,
686,Residual Chlorine,7782-50-5,,
687,Resorcinol,108-46-3,C6H6O2,110.11
688,Fenchlorphos,299-84-3,C8H8Cl3O3PS,321.5472
689,Safrole,94-59-7,C10H10O2,162.18
690,Salinity,C-017,,
691,Sample Extration Only,NA,,
693,Tetrahydrofuran,109-99-9,C4H8O,72.11
694,Tetrazene,31330-63-9,C2H8N10O,188.15
696,Textural Class,NA,,
697,Thallium,7440-28-0,,204.383
698,Thionazin,297-97-2,C8H13N2O3PS,248.237000
699,Thiophenol,108-98-5,C6H6S,110.18
700,Threshold Odor Number,NA,,
701,Tin,7440-31-5,,118.710
702,Titanium,7440-32-6,Ti,47.867000
703,TNT,118-96-7,C7H5N3O6,227.13
705,Toluene,108-88-3,C7H8,92.138
707,Toluene diisocyanate,584-84-9,C9H6N2O2,174.16
708,Toluene-d8,2037-26-5,C7D8,100.188
709,Total Alkalinity (as CaCo3),NA,,
710,Total Anions,NA,,
711,Total Carbon,NA,,
712,Total Cations,NA,,
713,Total Coliforms,NA,,
714,Total Dissolved Solids,NA,,
715,Total Extractable Hydrocarbons,NA,,
716,Total Fixed Solids,NA,,
717,Total Halides,NA,,
718,Total Hardness,NA,,
719,Total Heterotrophic Plate Count,NA,,
720,Total HpCDDs,NA,,
721,Total HpCDFs,NA,,
722,Total HxCDDs,NA,,
723,Total HxCDFs,NA,,
724,Total Kjeldahl Nitrogen,NA,,
725,Total Nitrogen,NA,,
726,Total Oil and Grease,NA,,
727,Total Organic Carbon,NA,,
728,Total Organic Halides,NA,,
729,Total PAHs,NA,,
730,Total PCBs,NA,,
731,Total PeCDDs,NA,,
732,Total PeCDFs,NA,,
733,Total Purgeable Hydrocarbons,NA,,
734,Total Settleable Solids,NA,,
735,Total Solids,NA,,
736,Total Sulfide,18496-25-8,,
737,Total Suspended Solids,NA,,
738,Total TCDDs,NA,,
739,Total TCDFs,NA,,
740,Total Volatile Solids,NA,,
741,Total Weight,NA,,
742,TOX (Total Organic Halides),NA,,
743,Toxaphene,8001-35-2,C10H10Cl8,411.8
748,Dimethyl phthalate,131-11-3,C10H10O4,194.1840
749,Dimethylaminoazobenzene,60-11-7,C14H15N3,225.29
750,Dinitrobenzene,99-65-0,C6H4N2O4,168.11
751,Dinocap,39300-45-3,C18H24N2O6,366.411
752,Dinoseb,88-85-7,C10H12N2O5,240.214
753,Dioxacarb,6988-21-2,C11H13NO5,223.227
754,Diphenylamine,122-39-4,C12H11N,169.2224
755,Diphenamid,957-51-7,C16H17NO,239.316
757,Dissolved Organic Carbon,NA,,
758,Dissolved Oxygen,NA,,
759,Disulfoton,298-04-4,C8H19O2PS3,274.4081
760,Disulfoton sulfone,2497-06-5,C8H19O4PS3,306.406
761,Disulfoton sulfoxide,2497-07-6,C8H19O3PS3,290.4
762,Diuron,330-54-1,C9H10Cl2N2O,233.097
763,Dx Range Hydrocarbons [>C12],NA,,
764,E. Coli,NA,,
765,Electronic Disk Deliverable,NA,,
766,a-Endosulfan (d4),NA,C9H6Cl6O3S,406.93
767,Endosulfan II,33213-65-9,C9H6Cl6O3S,406.925
768,Endosulfan sulfate,1031-07-8,C9H6Cl6O4S,422.925
769,Endrin,72-20-8,C12H8Cl6O,380.909
770,Endrin aldehyde,7421-93-4,C12H8Cl6O,380.909
771,Endrin ketone,53494-70-5,C12H8Cl6O,380.909
772,Epichlorohydrin,106-89-8,C3H5ClO,92.52
773,EPN,2104-64-5,C14H14NO4PS,323.308
774,EPTC,759-94-4,C9H19NOS,189.3211
775,Equivalent TPH (E-TPH),NA,,
776,Ethanol,64-17-5,C2H6O,46.07
777,Ethion,563-12-2,C9H22O4P2S4,384.4808
778,Ethoprophos,13194-48-4,C8H19O2PS2,242.332
779,Ethyl acetate,141-78-6,C4H8O2,88.106
780,Ethyl acrylate,140-88-5,C5H8O2,100.12
781,Ethyl amyl ketone,106-68-3,C8H16O,128.21
782,Ethyl carbamate,51-79-6,C3H7NO2,89.09
783,Ethyl ether,60-29-7,C4H10O,74.12
784,Ethyl methacrylate,97-63-2,C6H10O2,114.14
785,Ethyl methanesulfonate,62-50-0,C3H8O3S,124.16
787,Ethyl tert-butyl ether,637-92-3,C6H14O,102.17
788,Ethylbenzene,100-41-4,C8H10,106.165
790,Ethylene,74-85-1,C2H4,28.04
791,Ethylene glycol,107-21-1,C2H6O2,62.07
792,Ethylene oxide,75-21-8,C2H4O,44.05
793,Terrazole,2593-15-9,C5H5Cl3N2OS,247.530
794,Extractable Hydrocarbons,NA,,
795,Extractable Organic Halides,NA,,
796,Extractable Petroleum Hydrocarbons,NA,,
797,Extractable Petroleum Hydrocarbons (EPH),NA,,
798,Famphur,52-85-7,C10H16NO5PS2,325.3444
802,Glutaric dialdehyde,111-30-8,C5H8O2,100.12
803,Gold,7440-57-5,Au,196.9665
804,Grain Size,NA,,
805,GRO as Gasoline,NA,,
806,Gx Range Hydrocarbons,NA,,
807,Gx Range Hydrocarbons [<C10],NA,,
808,Hardness as CaCO3,NA,,
809,HCH-alpha,NA,,
810,HCH-beta,NA,,
811,HCH-delta,NA,,
812,Lindane,58-89-9,C6H6Cl6,290.8314
813,Heating Oil,NA,,
814,Heavy Fuel Oil Range Hydrocarbons,NA,,
815,Heavy Metals,NA,,
816,Heavy Oil Range Hydrocarbons,NA,,
817,Heptachlor,76-44-8,C10H5Cl7,373.318
818,Heptachlor epoxide,1024-57-3,C10H5Cl7O,389.3197
820,Hexachlorobenzene,118-74-1,C6Cl6,284.782
821,Hexachlorobutadiene,87-68-3,C4Cl6,260.8
822,HCCPD,77-47-4,C5CI6,272.773
823,Hexachloroethane,67-72-1,C2Cl6,236.7
824,Hexachlorophene,70-30-4,C13H6Cl6O,406.889000
825,Hexachloropropene,1888-71-7,C3Cl6,248.7
827,Hexamethyl phosphoramide,680-31-9,C6H18N3OP,179.2
828,Hexane Extractable Material (HEM),NA,,
829,Hexavalent Chromium,18540-29-9,,
830,Hexazinone,51235-04-2,C12H20N4O2,252.3128
831,Hexylene glycol,107-41-5,C16H14O2,118.17
832,High Molecular Weight PAHs,NA,,
833,HMX,2691-41-0,C4H8N8O8,296.16
834,Hydraulic Fluid,NA,,
835,Hydraulic Fluid (C18-C40),NA,,
836,Hydraulic Oil,NA,,
837,Hydrobromic acid (HBr),10035-10-6,HBr,80.91
838,Hydrochloric acid (HCl),7647-01-0,HCl,36.46
839,Hydrofluoric acid (HF),7664-39-3,HF,20.0064
840,Hydrogen bromide,10035-10-6,HBr,80.91
841,Hydrogen chloride,7647-01-0,HCl,36.46
842,Hydrogen fluoride,7664-39-3,HF,20.006
843,Hydrogen sulfide,7783-06-4,H2S,34.08
844,Hydrogen Sulfide (HS),7783-06-4,H2S,34.08
845,Hydroquinone,123-31-9,C6H6O2,110.11
846,Hydroxide Alkalinity,NA,,
847,Ignitability by Definition,NA,,
848,Ignitability by Flashpoint,NA,,
849,Indene,95-13-6,C9H8,116.16
850,"indeno[1,2,3-cd]pyrene",193-39-5,C22H12,276.3307
851,Insulating Oil Range Hydrocarbons,NA,,
852,Iodide,20461-54-5,I-,126.9045
854,"Methyl-2,4,6-trinitrophenylnitramine",479-45-8,C7H5N5O8,287.14
855,Methylene Blue Active Substances,NA,,
856,Methylene chloride,75-09-2,CH2Cl2,84.93
857,Metolachlor,51218-45-2,C15H22ClNO2,283.8
858,Metribuzin,21087-64-9,C8H14N4OS,214.288
859,Mevinphos,7786-34-7,C7H13O6P,224.149000
860,Mexacarbate,315-18-4,C12H18N2O2,222.28
861,MGK 264,NA,,
862,Mineral Spirits,NA,,
863,Mineral Spirits Range Hydrocarbons,NA,,
864,Mirex,2385-85-5,C10Cl12,545.543
865,Moisture,NA,,
866,Molinate,2212-67-1,C9H17NOS,187.301000
867,Molybdenum,7439-98-7,,95.94
868,Monocrotophos,6923-22-4,C7H14NO5P,223.165000
869,Monuron,150-68-5,C9H11ClN2O,198.65
870,Monuron-TCA,140-41-0,C11H12Cl4N2O3,362
871,Motor Oil,NA,,
872,Motor Oil (C22-C36),NA,,
873,Motor Oil (C24-C36),NA,,
874,n-Butyl alcohol,71-36-3,C4H10O,74.123
875,n-Butylbenzene,104-51-8,C10H14,134.218
876,n-Decane,124-18-5,C10H22,142.282
877,n-Docosane,629-97-0,C22H46,310.6
878,n-Dodecane,112-40-3,C12H26,170.335
879,n-Dotriacontane,544-85-4,C32H66,450.9
880,n-Eicosane,112-95-8,C20H42,282.547
881,n-Heneicosane,629-94-7,C21H44,296.6
882,n-Hentriacontane,630-04-6,C31H64,436.8
883,n-Heptacosane,593-49-7,C27H56,380.7
884,n-Heptadecane,629-78-7,C17H36,240.468
885,n-Heptane,142-82-5,C7H16,100.202
886,n-Heptatriacontane,7194-84-5,C37H76,521.015
887,n-Hexacosane,630-01-3,C26H54,366.7
888,n-Hexadecane,544-76-3,C16H34,226.441
889,n-Hexane,110-54-3,C6H14,86.178
890,n-Hexatriacontane,630-06-8,C36H74,506.988
891,N-methyl-2-pyrrolidone,872-50-4,C5H9NO,99.13
892,N-Nitrosodi-n-butylamine,924-16-3,C8H18N2O,158.24
893,N-Nitrosodi-n-propylamine,621-64-7,C6H14N2O,130.19
894,N-Nitrosodiethylamine,55-18-5,C4H10N2O,102.14
895,N-Nitrosodimethylamine,62-75-9,C2H6N2O,74.08
896,N-Nitrosodiphenylamine,86-30-6,C12H10N2O,198.22
897,N-Nitrosomethylethylamine,10595-95-6,C3H8N2O,88.11
898,N-Nitrosomorpholine,59-89-2,C4H8N2O2,116.12
899,N-Nitrosopiperidine,100-75-4,C5H10N2O,114.15
900,N-Nitrosopyrrolidine,930-55-2,C4H8N2O,100.12
901,n-Nonacosane,630-03-5,C29H60,408.8
902,n-Nonadecane,629-92-5,C19H40,268.5
903,n-Nonane,111-84-2,C9H20,128.255
904,n-Nonatriacontane,7194-86-7,C39H80,549.1
905,n-Octacosane,630-02-4,C28H58,394.8
906,n-Octadecane,593-45-3,C18H38,254.494
907,Orthophosphate as P,1426-54-42,,
908,Oxamyl,23135-22-0,C7H13N3O3S,219.259000
909,Oxidation/Reduction Potential,NA,,
910,Oxidizable Substances,NA,,
911,Oxychlordane,27304-13-8,C10H4Cl8O,423.741000
912,"1,4-Benzoquinone",106-51-4,C6H4O2,108.095
913,p-Cresidine,120-71-8,C8H11NO,137.18
914,p-Isopropyltoluene,99-87-6,C10H14,134.218
916,p-Xylene,106-42-3,C8H10,106.16
917,Parathion-ethyl,56-38-2,C10H14NO5PS,291.263
919,Parathion-methyl,298-00-0,C8H10NO5PS,263.209
920,Particle Size Distribution (Hydrometer),NA,,
921,Particle Size Distribution (Sieve),NA,,
941,Aroclor 1016,12674-11-2,C12H7Cl3,257.5
942,PCB-1221,11104-28-2,C12H9Cl,188.653
943,PCB-1232,11141-16-5,C12H9Cl,188.653
944,PCB-1242,53469-21-9,C12H6Cl4,291.988
945,PCB-1248,12672-29-6,C12H6Cl4,291.988
946,PCB-1254,11097-69-1,C12H5Cl5,326.433
947,PCB-1260,11096-82-5,C12H4Cl6,360.878
948,PCNB,82-68-8,C6ClNO2,295.3
949,Pebulate,1114-71-2,C10H21NOS,203.344000
950,Pentachlorobenzene,608-93-5,C6HCl5,250.337
951,Pentachloroethane,76-01-7,C2HCl5,202.28
952,Pentachloronitrobenzene,82-68-8,C6Cl5NO2,295.335
953,Pentachlorophenol,87-86-5,C6HCl5O,266.33
954,Pentacosane,629-99-2,C25H52,352.691
955,Pentafluorobenzene,363-72-4,C6HF5,168.06
956,Permethrin,52645-53-1,C21H20Cl2O3,391.288000
957,perylene,198-55-0,C20H12,252.32
958,perylene-d12 - QC,1520-96-3,C20D12,264.388
962,pH,C-006,,
963,sec-Butylbenzene,135-98-8,C10H14,134.218
964,Secbumeton,26259-45-0,C10H19N5O,225.296000
965,Selenium,7782-49-2,,78.96
966,Settleable Solids,NA,,
968,Shell Tellus,NA,,
969,Siduron,1982-49-6,C14H20N2O,232.32
970,Silica (SiO2),7631-86-9,SiO2,60.084
971,Silica Gel Treated HEM (SGT-HEM),NA,,
972,Silicon,7440-21-3,Si,28.085
973,Silver,7440-22-4,,107.8682
974,Simazine,122-34-9,C7H12ClN5,201.657
975,Simetryn,1014-70-6,C8H15N5S,213.303000
976,Sodium,7440-23-5,NA,22.990000
977,Soluble BOD,NA,,
978,Soluble Reactive Phosphate,142-65-442,,
979,Soluble Sulfide,18496-25-8,,
980,Specific Conductance (EC),NA,,
981,Specific Gravity,NA,,
982,SPLP Filterable Solids,NA,,
983,Stirophos,22248-79-9,C10H9Cl4O4P,366
985,Stoddard Solvent,NA,,
986,Strontium,7440-24-6,,87.62
987,Strychnine,57-24-9,C21H22N2O2,334.4
988,Styrene,100-42-5,C8H8,104.149
989,Sulfate as SO4,14808-79-8,SO4(2-),96.07
990,Sulfide,18496-25-8,S(2-),32.07
991,Sulfite,14265-45-3,SO3(2-),80.07
992,Sulfotep,3689-24-5,C8H20O5P2S2,322.311000
993,Sulfur,7704-34-9,NA,32.060000
994,Sulfur dioxide,7446-09-5,SO2,64.07
995,Sulfur Dioxide (SO2),7446-09-5,so2,64.07
996,Sulprofos,35400-43-2,C12H19O2PS3,322.436000
997,Swep,1918-18-9,C8H7Cl2NO2,220.056
998,Sulfallate,95-06-7,C8H14ClNS2,223.777000
999,Tannins and Lignins,NA,,
1000,TCLP Filterable Solids,NA,,
1001,Tebuthiuron,34014-18-1,C9H16N4OS,228.315
1002,Temik,116-06-3,C7H14N2O2S,190.27
1003,Tentatively Identified Compounds,NA,,
1004,TEPP,21646-99-1,C8H20O5P2,258.19
1005,Terbacil,5902-51-2,C9H13ClN2O2,216.665000
1006,Terbufos,13071-79-9,C9H21O2PS3,288.419000
1007,Terbuthylazine,5915-41-3,C9H16ClN5,229.712000
1008,Terbutryn,886-50-0,C10H19N5S,241.357000
1009,Terphenyl-d14,1718-51-0,C18D14,244.390
1010,Tert-amyl methyl ether,994-05-8,C6H14O,102.177
1011,Tert-butyl alcohol,75-65-0,C4H10,74.12
1012,tert-Butylbenzene,98-06-6,C10H14,134.222
1013,Tetrachloro-meta-xylene - QC,877-09-8,C8H6Cl4,243.936000
1014,Tetrachloroethene,127-18-4,C2Cl4,165.8
1016,Tetraethyl lead,78-00-2,Pb(C2H5)4,323
1017,Tetraethyl pyrophosphate,107-49-3,C8H20O7P2,290.188
1018,"trans-1,4-Dichloro-2-butene",110-57-6,C4H6Cl2,124.99
1019,trans-Nonachlor,39765-80-5,C10H5Cl9,444.224
1020,trans-Permethrin,61949-77-7,C21H20CI2O3,391.292
1021,Transformer Oil,NA,,
1022,Transformer Oil Range Hydrocarbons,NA,,
1023,Tri-p-tolyl phosphate,78-32-0,C21H21O4P,368.3628
1024,Triacontane-d62,93952-07-9,C30D62,485.195
1025,Triademefon,43121-43-3,C14H16ClN3O2,293.749
1026,Triallate,2303-17-5,C10H16Cl3NOS,304.654000
1027,Tributyltin,813-19-4,C24H54Sn2,580.106
1028,Trichloroethene,79-01-6,C2HCl3,131.38
1029,Trichlorofluoromethane - BG Corr,75-69-4,CCl3F,137.36
1030,Trichloronate,327-98-0,C10H12Cl3O2PS,333.588000
1031,Trichloronitromethane,76-06-2,CCl3NO2,164.37
1032,Tricyclazole,41814-78-2,C9H7N3S,189.237
1033,Triethylene glycol methyl ether,112-35-6,C7H16O4,164.2
1034,Trifluralin,1582-09-8,C13H16F3N3O4,335.2790
1035,Trimethyl phosphate,512-56-1,C3H9O4P,140.07
1036,Tripentyltin,41784-41-2,C15H33Sn,332.133
1037,TPP,115-86-6,C18H15O4P,326.2831
1038,"tris(2,3-dibromopropyl) phosphate",126-72-7,C9H15Br6O4P,697.6
1039,TRPH,NA,,
1040,Turbidity,NA,,
1042,Unidentified Extractable Hydrocarbons,NA,,
1043,Unknown C10-C24,NA,,
1044,Unknown Fuel Hydrocarbons,NA,,
1045,Unknown Hydrocarbon  (Motor Oil Quant),NA,,
1046,Unknown Hydrocarbon (Diesel Quant),NA,,
1047,Unknown Hydrocarbon (Diesel),NA,,
1048,Unknown Hydrocarbon(Hyd. Fluid),NA,,
1049,Uranium,7440-61-1,,
1050,Vanadium,7440-62-2,V,50.941000
1051,Vernolate,1929-77-7,C10H21NOS,203.344000
1052,Vinyl acetate,108-05-4,C4H6O2,86.09
1053,Vinyl chloride,75-01-4,C2H3Cl,62.5
1054,VM and P Naphtha,NA,,
1055,VM and P Naphtha Range Hydrocarbons,NA,,
1056,Volatile Petroleum Hydrocarbons (VPH),NA,,
1057,Weathered Diesel,NA,,
1058,Weathered Gasoline,NA,,
1059,Xylenes (total),1330-20-7,C8H10,106.16
1061,Yttrium,7440-65-5,,88.9059
1062,Zinc,7440-66-6,,65.389
1063,Zirconium,7440-67-7,,91.224
1066,"1,1,2,2-Tetrachloroethane",79-34-5,C2H2Cl4,167.8
1071,"1,1,2,2-Tetrachloroethylene",127-18-4,C2Cl4,165.833
1162,Initial Volume,,,
1163,Final Volume,,,
1174,Flask Weight - Initial,,,
1175,Sample Volume,,,
1176,pH Initial,,,
1177,pH Final,,,
1178,Flask Weight - Final,,,
1179,TRPH Flask Weight,,,
1180,1000mg Cal - Initial Weight,,,
1181,1000mg Cal - Final Weight,,,
1182,2mg Cal - Initial Weight,,,
1183,2mg Cal - Final Weight,,,
1213,Reviewed,,,
1214,Spike Reference Number,,,
1229,Analysis Date/Time,,,
1231,COC Enter Date,,,
1232,Sample Container Temperature,,,
1236,COD True Value,,,
1237,COD % Rec,,,
1238,COD RPD,,,
1249,Prep By,,,
1250,"2,4,6-Tribromophenol",118-79-6,C6H3Br3O,330.801
1251,p-Terphenyl-d14,1718-51-0,C18D14,244.4
1252,benzaldehyde,100-52-7,C7H6O,106.124
1253,Prep Date (YYYY-MM-DD),,,
1254,Analyzed By,,,
1255,Dilution Factor,,,
1256,Percent Solids,,,
1257,"1,1,1-Trichloroethane",71-55-6,C2H3Cl3,133.4
1258,"1,1,2-Trichloroethane",79-00-5,C2H3Cl3,133.4
1259,Xylenes (m and p),108-38-3 & 106-42-3,C8H10,106.165
1260,Xylenes (o),95-47-6,C8H10,106.168
1261,Platinum,7440-06-4,Pt,195.084
1263,"2,3-Dichloroaniline",608-27-5,C6H5Cl2N,162.01
1264,Biphenyl,92-52-4,C12H10,154.2078
1265,Caprolactam,105-60-2,C6H11NO,113.16
1266,Project Name,,,
1267,Limit Correction Factor (% Recovery),,,
1268,"1,1,1,2-Tetrachloroethane (% Recovery)",,,
1269,"1,1-Dichloroethane (% Recovery)",,,
1270,"1,1-Dichloroethene (% Recovery)",,,
1271,"1,1-Dichloropropene (% Recovery)",,,
1272,"1,2,3-Trichlorobenzene (% Recovery)",,,
1273,"1,2,3-Trichloropropane (% Recovery)",,,
1274,"1,2,4-Trichlorobenzene (% Recovery)",,,
1275,"1,2,4-Trimethylbenzene (% Recovery)",,,
1276,"1,2-Dibromo-3-chloropropane (% Recovery)",,,
1277,"1,2-Dibromoethane (EDB) (% Recovery)",,,
1278,"1,2-Dichlorobenzene (% Recovery)",,,
1279,"1,2-Dichlorobenzene-d4 (% Recovery)",,,
1280,"1,2-Dichloroethane (% Recovery)",,,
1281,"1,2-Dichloropropane (% Recovery)",,,
1282,"1,3,5-Trimethylbenzene (% Recovery)",,,
1283,"1,3-Dichlorobenzene (% Recovery)",,,
1284,"1,3-Dichloropropane (% Recovery)",,,
1285,"1,4-Dichlorobenzene (% Recovery)",,,
1286,"1,4-Difluorobenzene (% Recovery)",,,
1287,"2,2-Dichloropropane (% Recovery)",,,
1288,2-Butanone (% Recovery),,,
1289,2-Chloroethylvinyl ether (% Recovery),,,
1290,2-Chlorotoluene (% Recovery),,,
1291,2-Hexanone (% Recovery),,,
1292,4-Bromofluorobenzene (% Recovery),,,
1293,4-Chlorotoluene (% Recovery),,,
1294,4-Methyl-2-pentanone (% Recovery),,,
1295,Acetone (% Recovery),,,
1296,Acrolein (% Recovery),,,
1297,Acrylonitrile (% Recovery),,,
1298,Benzene (% Recovery),,,
1299,Bromobenzene (% Recovery),,,
1300,Bromochloromethane (% Recovery),,,
1301,Bromodichloromethane (% Recovery),,,
1302,Bromoform (% Recovery),,,
1303,Bromomethane (% Recovery),,,
1304,Carbon disulfide (% Recovery),,,
1305,Carbon tetrachloride (% Recovery),,,
1306,Chlorobenzene (% Recovery),,,
1307,Chlorobenzene-d5 (% Recovery),,,
1308,Chloroethane (% Recovery),,,
1309,Chloroform (% Recovery),,,
1310,Chloromethane (% Recovery),,,
1311,"cis-1,2-Dichloroethene (% Recovery)",,,
1312,"cis-1,3-Dichloropropene (% Recovery)",,,
1313,Dibromochloromethane (% Recovery),,,
1314,Dibromofluoromethane (% Recovery),,,
1315,Dibromomethane (% Recovery),,,
1316,Dichlorodifluoromethane (% Recovery),,,
1317,Isopropylbenzene (% Recovery),,,
1318,Methyl tert-butyl ether (% Recovery),,,
1319,n-Propylbenzene (% Recovery),,,
1320,Naphthalene (% Recovery),,,
1321,Toluene (% Recovery),,,
1322,Toluene-d8 (% Recovery),,,
1323,"trans-1,2-Dichloroethene (% Recovery)",,,
