CASRN,DTXSID,preferred_name,MammaryTumorEvidence,MammaryTumorRefs,E2up_onedose,P4up_onedose,E2up_CR,P4up_CR,HormoneSummary,AUC.Agonist,AUC.Antagonist,ERactivity,EDC,topEDCscore,Genotoxicity
6153-64-6,DTXSID4023412,Oxytetracycline dihydrate,-,-,negative,positive,-,-,*P4,0,0,inactive,EDC~,none,-
618-45-1,DTXSID0044571,3-Isopropylphenol,-,-,positive,no data,borderline,low,"*E2, P4",0.00783,0,inactive,EDC+,low,-
6190-65-4,DTXSID5037494,Deethylatrazine,-,-,positive,no data,low,borderline,"E2, *P4",0,0,inactive,EDC+,low,negative
61949-76-6,DTXSID0038338,(+/-)-cis-Permethrin,Bioassay_noMC,ToxRefDB,negative,no data,ns effect,medium,P4,-,-,-,EDC+,medium,negative
62-38-4,DTXSID7021150,Phenylmercuric acetate,-,-,negative,positive,-,-,*P4,0,0.164,low_antagonism,EDC~,none,positive
620-17-7,DTXSID0022480,3-Ethylphenol,-,-,positive,no data,-,-,*E2,0,0,inactive,EDC~,none,positive
620-92-8,DTXSID9022445,Bis(4-hydroxyphenyl)methane,-,-,-,-,-,-,-,0.0303,0,borderline_agonism,EDC~,borderline,negative
624-18-0,DTXSID8021141,"1,4-Benzenediamine dihydrochloride",Bioassay_noMC,NTP,positive,negative,-,-,*E2,-,-,-,EDC~,-,positive
6259-76-3,DTXSID4038924,Hexyl salicylate,-,-,positive,negative,-,-,*E2,0.0173,0,borderline_agonism,EDC~,borderline,negative
6283-25-6,DTXSID6038827,2-Chloro-5-nitroaniline,-,-,negative,positive,ns effect,borderline,*P4,-,-,-,EDC~,borderline,-
629-76-5,DTXSID0027270,1-Pentadecanol,-,-,positive,negative,borderline,ns effect,*E2,0,0,inactive,EDC~,borderline,-
62924-70-3,DTXSID7032553,Flumetralin,Bioassay_noMC,ToxRefDB,negative,negative,ns effect,medium,P4,0.224,0,low_agonism,EDC+,medium,-
63-05-8,DTXSID8024523,"4-Androstene-3,17-dione",Bioassay_noMC,"NTP, ToxRefDB",_NA,_NA,_NA,_NA,_NA,0.183,0,low_agonism,EDC+,low,negative
63-25-2,DTXSID9020247,Carbaryl,Bioassay_noMC,ToxRefDB,positive,negative,medium,ns effect,E2,0.00877,0,inactive,EDC+,medium,positive
633-96-5,DTXSID0038881,C.I. Acid Orange 7,-,-,positive,no data,-,-,*E2,0,0,inactive,EDC~,none,negative
6344-67-8,DTXSID9047540,3-Hydroxyfluorene,-,-,positive,positive,ns effect,medium,P4,0.0945,0,borderline_agonism,EDC+,medium,-
63449-41-2,DTXSID1048122,Benzyl-C8-18-alkyldimethylammonium chlorides,-,-,-,-,-,-,-,0.0312,0.029,borderline_mixed,EDC~,borderline,negative
9/4/6358,DTXSID9043855,2-Amino-6-chloro-4-nitrophenol,-,-,positive,negative,-,-,*E2,-,-,-,EDC~,-,positive
6358-53-8,DTXSID6024838,C.I. Solvent Red 80,-,-,positive,positive,medium,medium,"E2, P4",-,-,-,EDC+,medium,positive
638-07-3,DTXSID4044454,Ethyl 4-chloro-3-oxobutanoate,-,-,negative,positive,-,-,*P4,-,-,-,EDC~,-,positive
64091-91-4,DTXSID3020881,4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,Bioassay_noMC,ToxValDB,negative,negative,ns effect,borderline,*P4,-,-,-,EDC~,borderline,positive
645-56-7,DTXSID9022100,4-Propylphenol,-,-,positive,no data,ns effect,borderline,*P4,0.0275,0,borderline_agonism,EDC~,borderline,-
645-62-5,DTXSID4025296,2-Ethyl-2-hexenal,-,-,negative,no data,ns effect,borderline,*P4,0,0,inactive,EDC~,borderline,negative
65277-42-1,DTXSID7029879,Ketoconazole,-,-,negative,positive,ns effect,medium,P4,0,0.015,borderline_antagonism,EDC+,medium,-
654055-01-3,DTXSID3040776,Morin hydrate,-,-,positive,no data,-,-,*E2,0.0898,0,borderline_agonism,EDC~,borderline,-
66230-04-4,DTXSID4032667,Esfenvalerate,-,-,negative,negative,borderline,ns effect,*E2,0,0,inactive,EDC~,borderline,negative
66332-96-5,DTXSID8024109,Flutolanil,Bioassay_noMC,ToxRefDB,negative,negative,borderline,ns effect,*E2,0,0,inactive,EDC~,borderline,-
66441-23-4,DTXSID2032392,Fenoxaprop-ethyl,Bioassay_noMC,ToxRefDB,negative,positive,-,-,*P4,0,2.96e-07,inactive,EDC~,none,-
66575-29-9,DTXSID8040484,Colforsin,-,-,positive,no data,high,borderline,"E2, *P4",0.0528,0,borderline_agonism,EDC+,high,-
6683-19-8,DTXSID1027633,Irganox 1010,-,-,-,-,-,-,-,0.149,0,low_agonism,EDC+,low,negative
668981-02-0,DTXSID0047294,CP-863187,-,-,negative,positive,ns effect,borderline,*P4,0,0.0245,borderline_antagonism,EDC~,borderline,-
67485-29-4,DTXSID6023868,Hydramethylnon,Bioassay_noMC,ToxRefDB,negative,negative,-,-,negative,0.2,0,low_agonism,EDC+,low,-
676116-04-4,DTXSID7047271,PD 0343701,-,-,negative,negative,ns effect,high,P4,0,0.0799,borderline_antagonism,EDC+,high,-
67747-09-5,DTXSID4024270,Prochloraz,Bioassay_noMC,ToxRefDB,no data,positive,ns effect,high,P4,0,0,inactive,EDC+,high,-
678-39-7,DTXSID7029904,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluoro-1-decanol",-,-,negative,negative,-,-,negative,0.0146,0,borderline_agonism,EDC~,borderline,negative
68-26-8,DTXSID3023556,Retinol,-,-,negative,positive,-,-,*P4,0.000138,0,inactive,EDC~,none,positive
68-96-2,DTXSID6040747,17alpha-Hydroxyprogesterone,-,-,_NA,_NA,_NA,_NA,_NA,0.343,0,low_agonism,EDC+,low,positive
683-18-1,DTXSID8027292,Dibutyltin dichloride,-,-,negative,negative,borderline,ns effect,*E2,0.000186,0.222,low_antagonism,EDC~,borderline,positive
6846-50-0,DTXSID1027635,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",-,-,negative,negative,-,-,negative,0.0272,0,borderline_agonism,EDC~,borderline,negative
68515-48-0,DTXSID5028665,DINP branched,-,-,negative,negative,ns effect,borderline,*P4,0,0,inactive,EDC~,borderline,negative
68555-86-2,DTXSID7044718,C.I. Acid Orange 156,-,-,positive,positive,borderline,medium,"*E2, P4",0,0,inactive,EDC+,medium,-
686756-87-6,DTXSID4048519,PharmaGSID_48519,-,-,positive,no data,medium,ns effect,E2,-,-,-,EDC+,medium,-
68694-11-1,DTXSID2032500,Triflumizole,Bioassay_noMC,ToxRefDB,no data,positive,ns effect,high,P4,0,0,inactive,EDC+,high,-
2/3/6893,DTXSID8023216,"3,5,3'-Triiodothyronine",-,-,negative,negative,-,-,negative,0.135,0,low_agonism,EDC+,low,-
68959-20-6,DTXSID5035589,Didecylmethyl(3-(trimethoxysilyl)propyl)ammonium chloride,-,-,negative,negative,-,-,negative,0.0121,0.0019,borderline_agonism,EDC~,borderline,-
69-74-9,DTXSID5024891,Cytarabine hydrochloride,-,-,negative,no data,ns effect,ns effect,negative,0.0289,0,borderline_agonism,EDC~,borderline,positive
7011-83-8,DTXSID3041299,Dihydrojasmone lactone,-,-,positive,no data,-,-,*E2,0,0,inactive,EDC~,none,negative
709-98-8,DTXSID8022111,"N-(3,4-Dichlorophenyl)propanamide",Bioassay_noMC,ToxRefDB,negative,negative,ns effect,medium,P4,0,0,inactive,EDC+,medium,positive
712-50-5,DTXSID5048182,Cyclohexylphenylketone,-,-,negative,negative,-,-,negative,0.0191,0,borderline_agonism,EDC~,borderline,negative
71283-80-2,DTXSID2034598,Fenoxaprop-P-ethyl,-,-,negative,positive,ns effect,high,P4,0,0.000153,inactive,EDC+,high,-
71751-41-2,DTXSID8023892,Abamectin,Bioassay_noMC,ToxRefDB,negative,positive,ns effect,borderline,*P4,0,0.000773,inactive,EDC~,borderline,-
72-43-5,DTXSID9020827,Methoxychlor,Bioassay_noMC,NTP,negative,negative,-,-,negative,0.254,0,low_agonism,EDC+,low,positive
72-54-8,DTXSID4020373,"p,p'-DDD",Bioassay_noMC,"NTP, ToxValDB, ToxRefDB",negative,negative,-,-,negative,0.0728,0,borderline_agonism,EDC~,borderline,positive
72-55-9,DTXSID9020374,"p,p'-DDE",Bioassay_noMC,"NTP, ToxValDB, ToxRefDB",negative,negative,-,-,negative,0.0677,0,borderline_agonism,EDC~,borderline,positive
7287-19-6,DTXSID4024272,Prometryn,Bioassay_noMC,ToxRefDB,positive,negative,high,ns effect,E2,0,0,inactive,EDC+,high,-
73-31-4,DTXSID1022421,Melatonin,-,-,negative,no data,ns effect,medium,P4,0,0,inactive,EDC+,medium,negative
7378-99-6,DTXSID2036299,"N,N-Dimethyloctylamine",-,-,negative,negative,medium,ns effect,E2,0,0,inactive,EDC+,medium,negative
74051-80-2,DTXSID9024304,Sethoxydim,Bioassay_noMC,ToxRefDB,negative,negative,high,ns effect,E2,0,0,inactive,EDC+,high,-
741-58-2,DTXSID9032329,Bensulide,Bioassay_noMC,ToxRefDB,negative,positive,-,-,*P4,0,0.00571,inactive,EDC~,none,-
744-45-6,DTXSID8037752,Diphenyl isophthalate,-,-,positive,negative,medium,ns effect,E2,0.035,0,borderline_agonism,EDC+,medium,-
754-91-6,DTXSID3038939,Perfluorooctanesulfonamide,-,-,negative,no data,ns effect,ns effect,negative,0.024,0.029,borderline_mixed,EDC~,borderline,-
76-03-9,DTXSID1021378,Trichloroacetic acid,Bioassay_noMC,"ToxValDB, ToxRefDB",positive,negative,-,-,*E2,0,0,inactive,EDC~,none,positive
76578-14-8,DTXSID9023889,Quizalofop-ethyl,Bioassay_noMC,ToxRefDB,positive,positive,-,-,"*E2, *P4",0,6.1e-05,inactive,EDC~,none,-
767-00-0,DTXSID9052509,4-Hydroxybenzonitrile,-,-,positive,negative,-,-,*E2,-,-,-,EDC~,-,-
76738-62-0,DTXSID2024242,Paclobutrazol,Bioassay_noMC,ToxRefDB,negative,negative,medium,ns effect,E2,0,0,inactive,EDC+,medium,-
77-09-8,DTXSID0021125,Phenolphthalein,Bioassay_noMC,"NTP, ToxRefDB",negative,positive,ns effect,high,P4,0.276,2.61e-07,low_agonism,EDC+,high,positive
77-40-7,DTXSID4022442,Bisphenol B,-,-,negative,positive,-,-,*P4,0.491,0.00196,medium_agonism,EDC+,medium,-
77501-63-4,DTXSID7024160,Lactofen,Bioassay_noMC,ToxRefDB,negative,negative,medium,borderline,"E2, *P4",0,0,inactive,EDC+,medium,negative
7758-19-2,DTXSID8021272,Sodium chlorite,-,-,positive,negative,-,-,*E2,-,-,-,EDC~,-,positive
78-30-8,DTXSID6032192,Tri-o-cresyl phosphate,-,-,negative,positive,borderline,medium,"*E2, P4",-,-,-,EDC+,medium,positive
78-63-7,DTXSID9025110,"2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane",-,-,negative,negative,-,-,negative,0.0159,0,borderline_agonism,EDC~,borderline,negative
78473-71-9,DTXSID0048183,Enterolactone,-,-,-,-,-,-,-,0.0866,0,borderline_agonism,EDC~,borderline,negative
789-02-6,DTXSID6022345,"o,p'-DDT",-,-,negative,negative,ns effect,ns effect,negative,0.385,0,low_agonism,EDC+,low,positive
79-39-0,DTXSID8029600,Methacrylamide,-,-,positive,negative,-,-,*E2,0,0,inactive,EDC~,none,positive
79-94-7,DTXSID1026081,"3,3',5,5'-Tetrabromobisphenol A",Bioassay_noMC,NTP,negative,positive,medium,medium,"E2, P4",0,3.81e-07,inactive,EDC+,medium,negative
79-95-8,DTXSID3021770,"2,2',6,6'-Tetrachlorobisphenol A",-,-,-,-,-,-,-,0.19,0,low_agonism,EDC+,low,-
79-97-0,DTXSID8047890,"3,3'-Dimethylbisphenol A",-,-,negative,no data,borderline,ns effect,*E2,-,-,-,EDC~,borderline,positive
79241-46-6,DTXSID0034855,Fluazifop-P-butyl,-,-,negative,positive,borderline,low,"*E2, P4",0.0272,0,borderline_agonism,EDC+,low,-
79538-32-2,DTXSID5032577,Tefluthrin,Bioassay_noMC,ToxRefDB,positive,negative,medium,ns effect,E2,0,0,inactive,EDC+,medium,-
797-63-7,DTXSID3036496,Levonorgestrel,-,-,positive,negative,ns effect,borderline,*P4,0.394,0,low_agonism,EDC+,low,negative
79902-63-9,DTXSID0023581,Simvastatin,-,-,negative,no data,low,ns effect,E2,7.11e-05,0,inactive,EDC+,low,-
80-05-7,DTXSID7020182,Bisphenol A,Bioassay_noMC,"NTP, ToxRefDB",negative,negative,low,ns effect,E2,0.45,0,medium_agonism,EDC+,medium,positive
80-08-0,DTXSID4020371,Dapsone,Bioassay_noMC,"NTP, ToxRefDB",positive,positive,borderline,low,"*E2, P4",0.00158,0,inactive,EDC+,low,positive
80-09-1,DTXSID3022409,"4,4'-Sulfonyldiphenol",-,-,negative,positive,ns effect,medium,P4,0.263,0,low_agonism,EDC+,medium,positive
80-43-3,DTXSID1025017,Dicumyl peroxide,-,-,negative,no data,-,-,negative,0.216,0,low_agonism,EDC+,low,negative
80-46-6,DTXSID8021771,4-(2-Methylbutan-2-yl)phenol,-,-,negative,negative,low,ns effect,E2,0.282,0.000192,low_agonism,EDC+,low,negative
8000-34-8,DTXSID8044175,Clove leaf oil,-,-,positive,negative,high,ns effect,E2,5.49e-05,0,inactive,EDC+,high,negative
8007-70-3,DTXSID3024528,Anise oil,-,-,-,-,-,-,-,0.0384,0.00206,borderline_agonism,EDC~,borderline,negative
1/7/8018,DTXSID0034695,Mancozeb,-,-,negative,positive,borderline,low,"*E2, P4",0,0,inactive,EDC+,low,positive
81-90-3,DTXSID5022439,Phenolphthalin,-,-,positive,positive,ns effect,high,P4,0.0459,0,borderline_agonism,EDC+,high,-
81741-28-8,DTXSID9034997,Tributyltetradecylphosphonium chloride,-,-,negative,negative,-,-,negative,0.093,0.0244,borderline_mixed,EDC~,borderline,-
81777-89-1,DTXSID1032355,Clomazone,Bioassay_noMC,ToxRefDB,negative,negative,high,borderline,"E2, *P4",0,0,inactive,EDC+,high,negative
818-61-1,DTXSID2022123,2-Hydroxyethyl acrylate,-,-,positive,positive,ns effect,medium,P4,0,0,inactive,EDC+,medium,positive
82-44-0,DTXSID7052571,1-Chloroanthraquinone,-,-,positive,negative,medium,ns effect,E2,-,-,-,EDC+,medium,-
82385-42-0,DTXSID7021992,Sodium saccharin hydrate,-,-,negative,negative,-,-,negative,0.0257,0,borderline_agonism,EDC~,borderline,-
82558-50-7,DTXSID8024159,Isoxaben,Bioassay_noMC,ToxRefDB,negative,negative,ns effect,borderline,*P4,0,0,inactive,EDC~,borderline,-
82657-04-3,DTXSID9020160,Bifenthrin,Bioassay_noMC,ToxRefDB,negative,negative,ns effect,medium,P4,6.93e-05,0,inactive,EDC+,medium,-
827-21-4,DTXSID1041639,Sodium m-xylene-4-sulfonate,-,-,negative,negative,-,-,negative,0.0123,0.0365,borderline_mixed,EDC~,borderline,-
832-69-9,DTXSID6025648,1-Methyl phenanthrene,-,-,positive,no data,borderline,ns effect,*E2,-,-,-,EDC~,borderline,positive
83657-24-3,DTXSID2040363,Diniconazole,-,-,negative,positive,ns effect,medium,P4,0,0.00761,inactive,EDC+,medium,-
84-16-2,DTXSID2022381,meso-Hexestrol,-,-,positive,negative,-,-,*E2,0.993,0,high_agonism,EDC+,high,positive
84-61-7,DTXSID5025021,Dicyclohexyl phthalate,-,-,negative,negative,ns effect,ns effect,negative,0.0199,0.0213,borderline_mixed,EDC~,borderline,negative
84-66-2,DTXSID7021780,Diethyl phthalate,Bioassay_noMC,"NTP, ToxRefDB",positive,negative,borderline,ns effect,*E2,0,0,inactive,EDC~,borderline,positive
84-69-5,DTXSID9022522,Diisobutyl phthalate,-,-,positive,negative,borderline,ns effect,*E2,0.0283,0.0375,borderline_mixed,EDC~,borderline,negative
84-74-2,DTXSID2021781,"1,2-Benzenedicarboxylic acid, dibutyl ester",-,-,negative,negative,ns effect,ns effect,negative,0.0265,0.0509,borderline_mixed,EDC~,borderline,positive
842-07-9,DTXSID4021135,C.I. Solvent Yellow 14,Bioassay_noMC,"NTP, ToxRefDB",positive,positive,high,high,"E2, P4",0.117,0,low_agonism,EDC+,high,positive
84371-65-3,DTXSID5023322,Mifepristone,-,-,negative,positive,ns effect,high,P4,0.00255,0.308,low_antagonism,EDC+,high,-
84852-15-3,DTXSID5029055,"4-Nonylphenol, branched",-,-,negative,negative,-,-,negative,0.435,3.92e-07,medium_agonism,EDC+,medium,negative
85-68-7,DTXSID3020205,Benzyl butyl phthalate,Bioassay_noMC,"NTP, ToxValDB, ToxRefDB",negative,negative,ns effect,ns effect,negative,0.179,0,low_agonism,EDC+,low,positive
85532-75-8,DTXSID7041097,1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)-3-isoquinolinecarboxamide,-,-,positive,positive,borderline,medium,"*E2, P4",0,0,inactive,EDC+,medium,-
86-28-2,DTXSID1052585,9-Ethylcarbazole,-,-,positive,no data,borderline,ns effect,*E2,-,-,-,EDC~,borderline,positive
86-30-6,DTXSID6021030,N-Nitrosodiphenylamine,Bioassay_noMC,"NTP, ToxValDB, ToxRefDB",positive,negative,-,-,*E2,0.0102,0,borderline_agonism,EDC~,borderline,positive
86-50-0,DTXSID3020122,Azinphos-methyl,Bioassay_noMC,"NTP, ToxRefDB",negative,positive,ns effect,medium,P4,0,0,inactive,EDC+,medium,positive
86-98-6,DTXSID0052590,"4,7-Dichloroquinoline",-,-,negative,positive,-,-,*P4,-,-,-,EDC~,-,positive
868-85-9,DTXSID5020493,Dimethyl phosphonate,Bioassay_noMC,"NTP, ToxRefDB",negative,no data,-,-,negative,0.0148,0.0437,borderline_mixed,EDC~,borderline,positive
87-01-4,DTXSID6041422,7-(Dimethylamino)-4-methylcoumarin,-,-,positive,no data,ns effect,borderline,*P4,0,0,inactive,EDC~,borderline,-
87-18-3,DTXSID9037745,4-tert-Butylphenyl salicylate,-,-,-,-,-,-,-,0.0488,0,borderline_agonism,EDC~,borderline,-
87-62-7,DTXSID8026307,"2,6-Dimethylaniline",Bioassay_noMC,"NTP, ToxValDB, ToxRefDB",negative,negative,ns effect,borderline,*P4,0,0,inactive,EDC~,borderline,positive
87-68-3,DTXSID7020683,"Hexachloro-1,3-butadiene",Bioassay_noMC,ToxValDB,positive,no data,ns effect,borderline,*P4,0,0,inactive,EDC~,borderline,positive
87-86-5,DTXSID7021106,Pentachlorophenol,Bioassay_noMC,"NTP, ToxValDB, ToxRefDB",positive,negative,medium,borderline,"E2, *P4",0,0.000165,inactive,EDC+,medium,positive
87546-18-7,DTXSID2032554,Flumiclorac-pentyl,Bioassay_noMC,ToxRefDB,negative,positive,ns effect,low,P4,0,0,inactive,EDC+,low,-
87818-31-3,DTXSID3034456,Cinmethylin,Bioassay_noMC,ToxRefDB,positive,negative,high,ns effect,E2,0.0107,0,borderline_agonism,EDC+,high,-
88-04-0,DTXSID0032316,"4-Chloro-3,5-dimethylphenol",-,-,-,-,borderline,borderline,"*E2, *P4",0.0439,0,borderline_agonism,EDC~,borderline,positive
88-06-2,DTXSID5021386,"2,4,6-Trichlorophenol",Bioassay_noMC,"NTP, ToxValDB, ToxRefDB",positive,positive,high,low,"E2, P4",0,0,inactive,EDC+,high,positive
88-60-8,DTXSID2026529,2-Tert-Butyl-5-methylphenol,-,-,positive,negative,-,-,*E2,0.0402,0,borderline_agonism,EDC~,borderline,positive
88-69-7,DTXSID2044391,2-Isopropylphenol,-,-,positive,negative,-,-,*E2,0,0,inactive,EDC~,none,negative
88-74-4,DTXSID1025726,2-Nitroaniline,-,-,positive,no data,-,-,*E2,0,0,inactive,EDC~,none,positive
89-72-5,DTXSID2022331,2-(Butan-2-yl)phenol,-,-,positive,negative,-,-,*E2,0,0,inactive,EDC~,none,negative
89-83-8,DTXSID6034972,Thymol,-,-,positive,negative,-,-,*E2,0.00465,0,inactive,EDC~,none,positive
89-87-2,DTXSID2025135,"1,3-Dimethyl-4-nitrobenzene",-,-,negative,negative,-,-,negative,0.0121,0,borderline_agonism,EDC~,borderline,positive
90-02-8,DTXSID1021792,Salicylaldehyde,-,-,-,-,-,-,-,0.0288,0,borderline_agonism,EDC~,borderline,negative
90-15-3,DTXSID6021793,1-Naphthol,-,-,-,-,-,-,-,0.0232,0,borderline_agonism,EDC~,borderline,positive
90-30-2,DTXSID2025892,N-Phenyl-1-naphthylamine,-,-,negative,negative,-,-,negative,0.0386,0,borderline_agonism,EDC~,borderline,negative
90-43-7,DTXSID2021151,2-Phenylphenol,Bioassay_noMC,"NTP, ToxRefDB",positive,negative,low,ns effect,E2,0.00543,0,inactive,EDC+,low,positive
9016-87-9,DTXSID3047473,Polymethylene polyphenyl polyisocyanate,-,-,negative,negative,borderline,ns effect,*E2,0,0,inactive,EDC~,borderline,positive
91-10-1,DTXSID2052607,"2,6-Dimethoxyphenol",-,-,positive,negative,-,-,*E2,-,-,-,EDC~,-,inconclusive
91-53-2,DTXSID9020582,Ethoxyquin,-,-,positive,positive,ns effect,medium,P4,0.000107,0,inactive,EDC+,medium,positive
91-59-8,DTXSID2020921,2-Naphthylamine,-,-,negative,positive,medium,medium,"E2, P4",0,0,inactive,EDC+,medium,positive
919-30-2,DTXSID2027333,3-Aminopropyltriethoxysilane,-,-,negative,no data,borderline,ns effect,*E2,0,0,inactive,EDC~,borderline,negative
92-04-6,DTXSID0022353,2-Chloro-4-phenylphenol,-,-,negative,negative,-,-,negative,0.138,0,low_agonism,EDC+,low,-
92-44-4,DTXSID2043903,"2,3-Dihydroxynaphthalene",-,-,positive,negative,borderline,ns effect,*E2,-,-,-,EDC~,borderline,-
92-68-2,DTXSID8040721,4-Cyclohexylcyclohexanone,-,-,negative,negative,ns effect,ns effect,negative,0.0491,0,borderline_agonism,EDC~,borderline,-
92-69-3,DTXSID7021152,4-Phenylphenol,-,-,positive,positive,ns effect,borderline,*P4,0.219,8.63e-08,low_agonism,EDC+,low,positive
92-84-2,DTXSID5021126,Phenothiazine,-,-,positive,no data,medium,ns effect,E2,0.0122,0,borderline_agonism,EDC+,medium,positive
92-91-1,DTXSID6052619,4'-Acetylbiphenyl,-,-,negative,positive,low,borderline,"E2, *P4",-,-,-,EDC+,low,-
93-16-3,DTXSID0052621,4-Prop-1-enylveratrole,-,-,positive,negative,medium,ns effect,E2,-,-,-,EDC+,medium,-
94-13-3,DTXSID4022527,Propylparaben,-,-,negative,positive,ns effect,medium,P4,0.205,0,low_agonism,EDC+,medium,negative
94-18-8,DTXSID9022526,Benzyl 4-hydroxybenzoate,-,-,negative,positive,ns effect,medium,P4,0.234,0.000859,low_agonism,EDC+,medium,-
94-26-8,DTXSID3020209,4-Hydroxybenzoic acid butyl ester,-,-,negative,negative,ns effect,medium,P4,0.251,5.16e-07,low_agonism,EDC+,medium,negative
94-47-3,DTXSID9047590,2-Phenylethyl benzoate,-,-,positive,negative,-,-,*E2,0.00552,0,inactive,EDC~,none,negative
94-60-0,DTXSID3026566,"Dimethyl cyclohexane-1,4-dicarboxylate",-,-,negative,no data,borderline,ns effect,*E2,0,0,inactive,EDC~,borderline,positive
94-74-6,DTXSID4024195,MCPA,Bioassay_noMC,ToxRefDB,negative,positive,ns effect,borderline,*P4,0,0,inactive,EDC~,borderline,positive
94-80-4,DTXSID5020443,"2,4-D Butyl ester",-,-,negative,no data,medium,ns effect,E2,0,0,inactive,EDC+,medium,negative
94-86-0,DTXSID2047727,2-Ethoxy-5-(1-propenyl)phenol,-,-,positive,negative,medium,low,"E2, P4",-,-,-,EDC+,medium,-
941-69-5,DTXSID0041274,"1-Phenyl-1H-pyrrole-2,5-dione",-,-,negative,positive,borderline,ns effect,*E2,0,0.0288,borderline_antagonism,EDC~,borderline,positive
94361-06-5,DTXSID0032601,Cyproconazole,Bioassay_noMC,ToxRefDB,negative,negative,medium,ns effect,E2,0.0268,0,borderline_agonism,EDC+,medium,-
95-13-6,DTXSID8042052,1H-Indene,-,-,negative,negative,-,-,negative,0.0117,0,borderline_agonism,EDC~,borderline,negative
95-38-5,DTXSID2036112,2-(8-Heptadecenyl)-2-imidazoline-1-ethanol,-,-,-,-,-,-,-,0.0142,0.0143,borderline_mixed,EDC~,borderline,negative
95-50-1,DTXSID6020430,"1,2-Dichlorobenzene",Bioassay_noMC,"NTP, ToxRefDB",positive,negative,-,-,*E2,0.00153,0.00507,inactive,EDC~,none,positive
95-54-5,DTXSID3025881,"1,2-Phenylenediamine",-,-,negative,positive,low,ns effect,E2,0,0,inactive,EDC+,low,positive
95-57-8,DTXSID5021544,2-Chlorophenol,-,-,positive,negative,-,-,*E2,0,0,inactive,EDC~,none,negative
95-65-8,DTXSID4024062,"3,4-Dimethylphenol",-,-,positive,positive,medium,borderline,"E2, *P4",0,0,inactive,EDC+,medium,negative
95-69-2,DTXSID1041508,4-Chloro-2-methylaniline,-,-,negative,positive,ns effect,medium,P4,-,-,-,EDC+,medium,positive
95-76-1,DTXSID7021815,"3,4-Dichloroaniline",-,-,positive,positive,borderline,high,"*E2, P4",0,0,inactive,EDC+,high,positive
95-83-0,DTXSID5020283,"4-Chloro-1,2-diaminobenzene",Bioassay_noMC,"NTP, ToxRefDB",negative,positive,ns effect,high,P4,0,0,inactive,EDC+,high,positive
95-95-4,DTXSID4024359,"2,4,5-Trichlorophenol",-,-,positive,negative,-,-,*E2,0.00613,0,inactive,EDC~,none,positive
950-37-8,DTXSID5020819,Methidathion,Bioassay_noMC,ToxRefDB,no data,positive,ns effect,medium,P4,0,0,inactive,EDC+,medium,negative
95737-68-1,DTXSID1032640,Pyriproxyfen,Bioassay_noMC,ToxRefDB,negative,negative,low,ns effect,E2,0.0259,0,borderline_agonism,EDC+,low,-
959-98-8,DTXSID9037539,Endosulfan I,-,-,negative,no data,ns effect,ns effect,negative,0.0619,0,borderline_agonism,EDC~,borderline,negative
96-70-8,DTXSID4044581,2-tert-Butyl-4-ethylphenol,-,-,negative,negative,-,-,negative,0.0193,0,borderline_agonism,EDC~,borderline,-
96-83-3,DTXSID6023159,Iopanoic acid,-,-,-,-,-,-,-,0.0454,0,borderline_agonism,EDC~,borderline,inconclusive
960-71-4,DTXSID6027345,Triphenylborane,-,-,positive,no data,ns effect,ns effect,negative,0.101,0,low_agonism,EDC+,low,-
96489-71-3,DTXSID5032573,Pyridaben,Bioassay_noMC,ToxRefDB,-,-,-,-,-,0.1,0,low_agonism,EDC+,low,-
97-23-4,DTXSID6021824,Dichlorophen,-,-,negative,negative,borderline,ns effect,*E2,0.0058,0.0643,borderline_antagonism,EDC~,borderline,positive
97-52-9,DTXSID0038700,2-Methoxy-4-nitroaniline,-,-,negative,negative,ns effect,medium,P4,0,0,inactive,EDC+,medium,positive
97-53-0,DTXSID9020617,Eugenol,Bioassay_noMC,"NTP, ToxRefDB",positive,negative,borderline,ns effect,*E2,0,0,inactive,EDC~,borderline,positive
97886-45-8,DTXSID9032379,Dithiopyr,Bioassay_noMC,ToxRefDB,negative,negative,-,-,negative,0.0183,0,borderline_agonism,EDC~,borderline,-
98-29-3,DTXSID5024687,4-tert-Butylcatechol,-,-,negative,positive,borderline,borderline,"*E2, *P4",-,-,-,EDC~,borderline,positive
98-54-4,DTXSID1020221,"4-(1,1-Dimethylethyl)phenol",-,-,positive,negative,borderline,borderline,"*E2, *P4",0.161,0,low_agonism,EDC+,low,negative
99-07-0,DTXSID0025101,3-Dimethylaminophenol,-,-,positive,no data,-,-,*E2,0.00715,0,inactive,EDC~,none,positive
99-55-8,DTXSID4020959,C.I. Azoic Diazo Component 12,Bioassay_noMC,"NTP, ToxRefDB",negative,positive,ns effect,medium,P4,0,0,inactive,EDC+,medium,positive
99-71-8,DTXSID7022332,4-(Butan-2-yl)phenol,-,-,positive,negative,borderline,low,"*E2, P4",0.163,0,low_agonism,EDC+,low,-
